"op","ctrl","mass","form","mod","rad","ref","thk"
"large sample","A",13,"alpha","h2o",15.24,"h2o",1.27
"large sample","E",207,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",28,"alpha","h2o",3.175,"h2o",1.27
"waste","P",38,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",65,"alpha","h2o",1.905,"h2o",0.635
"machining","M",64,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",26,"alpha","h2o",1.27,"h2o",4.445
"small sample","A",50,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",25,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",25,"alpha","h2o",3.175,"h2o",3.81
"large sample","E",85,"alpha","h2o",0.635,"h2o",0.635
"small sample","B",51,"alpha","h2o",8.255,"h2o",1.905
"metallurgy","A",35,"alpha","h2o",17.145,"h2o",0.635
"large sample","A",49,"alpha","h2o",9.525,"h2o",0.635
"metallurgy","E",17,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",41,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",16,"alpha","h2o",10.795,"h2o",1.905
"machining","M",40,"alpha","h2o",17.145,"h2o",0.635
"small sample","A",23,"alpha","h2o",3.81,"h2o",1.905
"metallurgy","A",36,"alpha","h2o",17.78,"h2o",1.905
"solution","A",8,"alpha","h2o",10.795,"h2o",0.635
"small sample","B",115,"alpha","h2o",14.605,"h2o",1.27
"large sample","E",104,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",48,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",65,"alpha","h2o",12.7,"h2o",1.27
"large sample","M",79,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",11,"alpha","h2o",2.54,"h2o",1.27
"solution","A",25,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",33,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",33,"alpha","h2o",10.16,"h2o",2.54
"large sample","M",10,"alpha","h2o",4.445,"h2o",0.635
"waste","A",65,"alpha","h2o",3.175,"h2o",3.81
"large sample","A",5,"alpha","h2o",5.08,"h2o",1.27
"large sample","A",24,"alpha","h2o",8.89,"h2o",1.27
"metallurgy","A",25,"alpha","h2o",5.715,"h2o",1.27
"solution","A",2,"alpha","h2o",6.985,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",10.795,"h2o",1.27
"small sample","A",56,"alpha","h2o",15.24,"h2o",1.27
"metallurgy","A",13,"alpha","h2o",16.51,"h2o",1.905
"large sample","M",72,"alpha","h2o",19.05,"h2o",1.27
"metallurgy","A",65,"alpha","h2o",6.985,"h2o",1.27
"machining","M",63,"alpha","h2o",2.54,"h2o",0.635
"large sample","D",152,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",28,"alpha","h2o",8.89,"h2o",1.27
"large sample","A",26,"alpha","h2o",5.08,"h2o",2.54
"large sample","A",27,"alpha","h2o",5.715,"h2o",1.27
"small sample","A",17,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",43,"alpha","h2o",10.16,"h2o",1.27
"large sample","D",167,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",26,"alpha","h2o",0.635,"h2o",1.905
"large sample","D",189,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",30,"alpha","h2o",6.35,"h2o",0.635
"solution","A",2,"alpha","h2o",12.7,"h2o",2.54
"small sample","A",3,"alpha","h2o",11.43,"h2o",1.27
"solution","A",17,"alpha","h2o",12.7,"h2o",3.175
"large sample","D",60,"alpha","h2o",3.81,"h2o",0.635
"solution","A",13,"alpha","h2o",10.16,"h2o",1.27
"waste","P",150,"alpha","h2o",15.24,"h2o",0.635
"metallurgy","E",43,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",65,"alpha","h2o",19.685,"h2o",0.635
"small sample","A",58,"alpha","h2o",13.335,"h2o",1.27
"large sample","E",95,"alpha","h2o",0.635,"h2o",0.635
"large sample","M",31,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",65,"alpha","h2o",3.175,"h2o",0.635
"solution","A",15,"alpha","h2o",7.62,"h2o",1.27
"machining","M",69,"alpha","h2o",20.32,"h2o",0.635
"large sample","E",92,"alpha","h2o",1.905,"h2o",0.635
"machining","M",23,"alpha","h2o",3.175,"h2o",0.635
"waste","P",87,"alpha","h2o",3.175,"h2o",1.905
"small sample","A",33,"alpha","h2o",18.415,"h2o",5.08
"small sample","A",4,"alpha","h2o",9.525,"h2o",1.27
"large sample","E",64,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",65,"alpha","h2o",4.445,"h2o",1.27
"metallurgy","E",119,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",9,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",19,"alpha","h2o",12.065,"h2o",1.905
"large sample","A",28,"alpha","h2o",0.635,"h2o",1.905
"waste","A",25,"alpha","h2o",5.715,"h2o",3.81
"large sample","A",41,"alpha","h2o",5.715,"h2o",3.175
"waste","A",39,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",13,"alpha","h2o",3.81,"h2o",1.27
"metallurgy","A",28,"alpha","h2o",16.51,"h2o",1.27
"small sample","A",38,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",39,"alpha","h2o",5.08,"h2o",1.27
"machining","M",41,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",37,"alpha","h2o",33.02,"h2o",0.635
"large sample","D",17,"alpha","h2o",8.89,"h2o",0.635
"metallurgy","A",16,"alpha","h2o",5.715,"h2o",1.905
"solution","A",27,"alpha","h2o",15.875,"h2o",0.635
"waste","P",63,"alpha","h2o",8.255,"h2o",2.54
"small sample","A",40,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",65,"alpha","h2o",9.525,"h2o",3.175
"large sample","C",81,"alpha","h2o",5.08,"h2o",0.635
"large sample","E",103,"alpha","h2o",5.08,"h2o",1.27
"waste","P",56,"alpha","h2o",5.715,"h2o",1.905
"small sample","A",27,"alpha","h2o",9.525,"h2o",0.635
"large sample","A",10,"alpha","h2o",16.51,"h2o",1.27
"metallurgy","A",15,"alpha","h2o",5.08,"h2o",0.635
"large sample","D",41,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",7,"alpha","h2o",10.795,"h2o",0.635
"machining","M",202,"alpha","h2o",9.525,"h2o",0.635
"large sample","D",45,"alpha","h2o",6.985,"h2o",0.635
"metallurgy","A",52,"alpha","h2o",3.175,"h2o",3.81
"machining","M",140,"alpha","h2o",16.51,"h2o",0.635
"large sample","A",64,"alpha","h2o",8.255,"h2o",2.54
"small sample","A",45,"alpha","h2o",3.81,"h2o",0.635
"metallurgy","A",7,"alpha","h2o",22.86,"h2o",1.27
"large sample","A",7,"alpha","h2o",15.875,"h2o",1.27
"small sample","A",6,"alpha","h2o",13.335,"h2o",1.27
"large sample","D",171,"alpha","h2o",0.635,"h2o",0.635
"machining","M",9,"alpha","h2o",3.175,"h2o",0.635
"large sample","E",13,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",28,"alpha","h2o",4.445,"h2o",0.635
"large sample","E",29,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",52,"alpha","h2o",1.905,"h2o",1.905
"large sample","D",42,"alpha","h2o",1.905,"h2o",0.635
"large sample","E",13,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",58,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",17,"alpha","h2o",15.875,"h2o",1.27
"small sample","B",134,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",22,"alpha","h2o",11.43,"h2o",1.905
"metallurgy","E",117,"alpha","h2o",0.635,"h2o",0.635
"large sample","D",221,"alpha","h2o",3.175,"h2o",0.635
"large sample","E",135,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",11,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",52,"alpha","h2o",15.875,"h2o",1.27
"large sample","M",34,"alpha","h2o",12.7,"h2o",0.635
"large sample","M",182,"alpha","h2o",33.655,"h2o",0.635
"small sample","A",29,"alpha","h2o",10.795,"h2o",3.81
"large sample","M",43,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",43,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",29,"alpha","h2o",9.525,"h2o",1.27
"large sample","A",32,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",50,"alpha","h2o",10.16,"h2o",1.905
"solution","A",7,"alpha","h2o",3.81,"h2o",1.27
"large sample","A",18,"alpha","h2o",7.62,"h2o",1.905
"large sample","D",66,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",55,"alpha","h2o",2.54,"h2o",1.27
"metallurgy","E",20,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",90,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",58,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",60,"alpha","h2o",14.605,"h2o",3.81
"large sample","A",41,"alpha","h2o",8.255,"h2o",1.905
"small sample","B",186,"alpha","h2o",1.905,"h2o",2.54
"machining","A",52,"alpha","h2o",13.335,"h2o",1.27
"small sample","A",19,"alpha","h2o",14.605,"h2o",0.635
"large sample","D",16,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",12,"alpha","h2o",13.97,"h2o",1.27
"small sample","A",11,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","A",38,"alpha","h2o",2.54,"h2o",1.905
"metallurgy","B",64,"alpha","h2o",3.175,"h2o",3.81
"small sample","A",21,"alpha","h2o",5.08,"h2o",1.27
"machining","M",18,"alpha","h2o",34.29,"h2o",0.635
"large sample","E",22,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",31,"alpha","h2o",10.16,"h2o",2.54
"large sample","A",33,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",27,"alpha","h2o",3.81,"h2o",3.81
"small sample","A",5,"alpha","h2o",21.59,"h2o",1.905
"machining","M",18,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",59,"alpha","h2o",24.765,"h2o",1.27
"machining","M",7,"alpha","h2o",5.715,"h2o",0.635
"solution","A",12,"alpha","h2o",18.415,"h2o",0.635
"large sample","E",114,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","E",64,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",21,"alpha","h2o",5.715,"h2o",1.905
"waste","P",21,"alpha","h2o",2.54,"h2o",2.54
"small sample","B",19,"alpha","h2o",1.905,"h2o",3.81
"solution","A",10,"alpha","h2o",5.715,"h2o",1.27
"large sample","E",108,"alpha","h2o",1.905,"h2o",0.635
"solution","A",22,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",25,"alpha","h2o",6.35,"h2o",3.81
"small sample","A",65,"alpha","h2o",2.54,"h2o",1.27
"small sample","B",60,"alpha","h2o",8.255,"h2o",0.635
"large sample","A",65,"alpha","h2o",15.875,"h2o",0.635
"large sample","A",8,"alpha","h2o",4.445,"h2o",1.27
"solution","A",27,"alpha","h2o",24.13,"h2o",1.27
"large sample","A",32,"alpha","h2o",10.16,"h2o",1.27
"metallurgy","A",63,"alpha","h2o",19.685,"h2o",1.905
"large sample","A",65,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",35,"alpha","h2o",3.81,"h2o",2.54
"solution","A",11,"alpha","h2o",17.78,"h2o",0.635
"small sample","A",23,"alpha","h2o",8.89,"h2o",1.905
"large sample","A",24,"alpha","h2o",7.62,"h2o",0.635
"large sample","E",61,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","A",58,"alpha","h2o",10.795,"h2o",0.635
"metallurgy","A",37,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",33,"alpha","h2o",1.27,"h2o",1.905
"metallurgy","E",37,"alpha","h2o",1.905,"h2o",0.635
"waste","A",20,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","A",15,"alpha","h2o",5.08,"h2o",0.635
"metallurgy","A",23,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",46,"alpha","h2o",7.62,"h2o",2.54
"large sample","A",31,"alpha","h2o",9.525,"h2o",0.635
"large sample","A",9,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",84,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",43,"alpha","h2o",8.255,"h2o",1.27
"large sample","A",36,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",22,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","A",26,"alpha","h2o",10.16,"h2o",2.54
"large sample","A",64,"alpha","h2o",4.445,"h2o",1.905
"large sample","A",16,"alpha","h2o",1.27,"h2o",2.54
"large sample","E",47,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",11,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",46,"alpha","h2o",10.16,"h2o",1.27
"solution","A",19,"alpha","h2o",1.27,"h2o",1.905
"metallurgy","A",59,"alpha","h2o",6.985,"h2o",5.715
"waste","P",81,"alpha","h2o",6.985,"h2o",0.635
"large sample","E",107,"alpha","h2o",1.27,"h2o",1.27
"large sample","D",51,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",65,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",21,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",63,"alpha","h2o",4.445,"h2o",1.27
"machining","M",149,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",43,"alpha","h2o",17.145,"h2o",0.635
"small sample","A",24,"alpha","h2o",5.08,"h2o",1.27
"small sample","A",65,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",44,"alpha","h2o",7.62,"h2o",2.54
"large sample","A",14,"alpha","h2o",9.525,"h2o",3.175
"waste","P",73,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",13,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",27,"alpha","h2o",13.97,"h2o",3.175
"large sample","A",65,"alpha","h2o",6.35,"h2o",2.54
"large sample","M",52,"alpha","h2o",8.255,"h2o",0.635
"large sample","M",40,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",44,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",33,"alpha","h2o",12.065,"h2o",3.175
"large sample","A",32,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",39,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",6,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",19,"alpha","h2o",26.035,"h2o",1.905
"metallurgy","E",58,"alpha","h2o",1.27,"h2o",1.27
"large sample","D",95,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",11,"alpha","h2o",6.985,"h2o",1.27
"large sample","M",87,"alpha","h2o",1.27,"h2o",0.635
"large sample","M",37,"alpha","h2o",15.875,"h2o",1.27
"large sample","A",16,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",26,"alpha","h2o",6.35,"h2o",2.54
"solution","A",7,"alpha","h2o",13.335,"h2o",1.27
"small sample","A",53,"alpha","h2o",5.08,"h2o",1.27
"metallurgy","B",103,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",180,"alpha","h2o",6.985,"h2o",0.635
"metallurgy","A",7,"alpha","h2o",3.175,"h2o",3.175
"metallurgy","A",24,"alpha","h2o",6.985,"h2o",1.27
"large sample","C",263,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",37,"alpha","h2o",15.875,"h2o",1.27
"large sample","M",49,"alpha","h2o",4.445,"h2o",0.635
"machining","M",36,"alpha","h2o",15.875,"h2o",0.635
"solution","A",9,"alpha","h2o",3.175,"h2o",2.54
"machining","M",14,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",32,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","B",74,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",10,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",30,"alpha","h2o",24.765,"h2o",0.635
"waste","P",284,"alpha","h2o",7.62,"h2o",2.54
"metallurgy","E",74,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",43,"alpha","h2o",7.62,"h2o",3.175
"small sample","A",65,"alpha","h2o",13.97,"h2o",1.905
"large sample","D",207,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",15,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",14,"alpha","h2o",6.985,"h2o",1.27
"large sample","A",61,"alpha","h2o",3.81,"h2o",1.905
"large sample","A",28,"alpha","h2o",2.54,"h2o",1.905
"solution","A",8,"alpha","h2o",4.445,"h2o",1.27
"metallurgy","A",3,"alpha","h2o",1.27,"h2o",1.905
"solution","A",35,"alpha","h2o",8.255,"h2o",3.175
"machining","M",65,"alpha","h2o",5.715,"h2o",0.635
"large sample","M",54,"alpha","h2o",5.715,"h2o",0.635
"large sample","E",131,"alpha","h2o",0.635,"h2o",0.635
"solution","A",7,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",24,"alpha","h2o",4.445,"h2o",2.54
"machining","M",117,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",74,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",17,"alpha","h2o",13.335,"h2o",1.27
"metallurgy","B",187,"alpha","h2o",4.445,"h2o",1.905
"metallurgy","E",36,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",14,"alpha","h2o",6.35,"h2o",1.27
"machining","A",48,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",34,"alpha","h2o",3.175,"h2o",1.905
"machining","M",95,"alpha","h2o",3.175,"h2o",0.635
"machining","M",37,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",46,"alpha","h2o",6.35,"h2o",1.905
"large sample","A",14,"alpha","h2o",12.7,"h2o",3.175
"large sample","M",43,"alpha","h2o",1.27,"h2o",0.635
"small sample","B",18,"alpha","h2o",1.905,"h2o",3.81
"large sample","E",52,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",19,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",25,"alpha","h2o",5.08,"h2o",3.81
"solution","A",11,"alpha","h2o",10.16,"h2o",0.635
"solution","A",5,"alpha","h2o",12.065,"h2o",0.635
"large sample","A",6,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",53,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",8,"alpha","h2o",12.065,"h2o",1.27
"machining","M",43,"alpha","h2o",14.605,"h2o",0.635
"machining","M",4,"alpha","h2o",2.54,"h2o",0.635
"machining","M",6,"alpha","h2o",15.875,"h2o",0.635
"machining","M",17,"alpha","h2o",1.905,"h2o",0.635
"large sample","M",48,"alpha","h2o",27.305,"h2o",0.635
"large sample","A",9,"alpha","h2o",5.08,"h2o",0.635
"metallurgy","E",109,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",61,"alpha","h2o",10.16,"h2o",0.635
"solution","A",4,"alpha","h2o",13.97,"h2o",0.635
"small sample","A",7,"alpha","h2o",12.065,"h2o",1.905
"metallurgy","A",20,"alpha","h2o",4.445,"h2o",2.54
"large sample","A",50,"alpha","h2o",4.445,"h2o",2.54
"small sample","A",5,"alpha","h2o",2.54,"h2o",0.635
"large sample","D",90,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",17,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",9,"alpha","h2o",5.715,"h2o",0.635
"large sample","E",76,"alpha","h2o",8.255,"h2o",0.635
"metallurgy","A",20,"alpha","h2o",24.13,"h2o",1.27
"waste","P",48,"alpha","h2o",15.24,"h2o",1.27
"small sample","A",8,"alpha","h2o",12.065,"h2o",0.635
"waste","A",50,"alpha","h2o",15.24,"h2o",0.635
"large sample","D",65,"alpha","h2o",7.62,"h2o",0.635
"metallurgy","E",102,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","E",195,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",10,"alpha","h2o",2.54,"h2o",4.445
"metallurgy","A",34,"alpha","h2o",8.89,"h2o",3.175
"solution","A",12,"alpha","h2o",16.51,"h2o",1.905
"large sample","D",40,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",56,"alpha","h2o",3.175,"h2o",0.635
"metallurgy","E",10,"alpha","h2o",2.54,"h2o",0.635
"large sample","E",101,"alpha","h2o",2.54,"h2o",0.635
"machining","M",53,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",29,"alpha","h2o",2.54,"h2o",0.635
"metallurgy","A",28,"alpha","h2o",12.065,"h2o",0.635
"machining","A",29,"alpha","h2o",12.7,"h2o",2.54
"small sample","A",8,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",60,"alpha","h2o",3.81,"h2o",1.27
"waste","P",33,"alpha","h2o",19.685,"h2o",0.635
"large sample","A",37,"alpha","h2o",7.62,"h2o",0.635
"large sample","D",83,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",6,"alpha","h2o",12.7,"h2o",0.635
"metallurgy","A",29,"alpha","h2o",6.985,"h2o",2.54
"machining","M",37,"alpha","h2o",20.955,"h2o",0.635
"metallurgy","A",58,"alpha","h2o",2.54,"h2o",2.54
"large sample","M",35,"alpha","h2o",13.335,"h2o",0.635
"machining","M",60,"alpha","h2o",9.525,"h2o",0.635
"large sample","D",30,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",7,"alpha","h2o",15.875,"h2o",1.27
"large sample","A",3,"alpha","h2o",14.605,"h2o",0.635
"machining","A",9,"alpha","h2o",13.97,"h2o",0.635
"machining","M",8,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",37,"alpha","h2o",6.35,"h2o",0.635
"large sample","D",95,"alpha","h2o",4.445,"h2o",0.635
"machining","M",24,"alpha","h2o",21.59,"h2o",0.635
"large sample","A",65,"alpha","h2o",1.27,"h2o",0.635
"large sample","M",67,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","E",101,"alpha","h2o",1.27,"h2o",0.635
"large sample","M",42,"alpha","h2o",4.445,"h2o",1.27
"large sample","A",58,"alpha","h2o",15.24,"h2o",2.54
"large sample","A",60,"alpha","h2o",17.78,"h2o",1.905
"solution","A",40,"alpha","h2o",5.08,"h2o",1.905
"small sample","A",65,"alpha","h2o",18.415,"h2o",1.905
"solution","A",16,"alpha","h2o",17.145,"h2o",1.27
"metallurgy","A",25,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",24,"alpha","h2o",9.525,"h2o",0.635
"large sample","M",116,"alpha","h2o",2.54,"h2o",0.635
"solution","A",12,"alpha","h2o",9.525,"h2o",1.905
"metallurgy","A",22,"alpha","h2o",11.43,"h2o",1.27
"small sample","B",63,"alpha","h2o",3.81,"h2o",0.635
"large sample","D",128,"alpha","h2o",2.54,"h2o",0.635
"solution","A",31,"alpha","h2o",15.24,"h2o",1.905
"small sample","A",16,"alpha","h2o",24.765,"h2o",0.635
"small sample","A",34,"alpha","h2o",4.445,"h2o",1.905
"small sample","A",25,"alpha","h2o",8.89,"h2o",1.27
"small sample","A",16,"alpha","h2o",9.525,"h2o",1.27
"machining","A",13,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",26,"alpha","h2o",3.81,"h2o",1.27
"metallurgy","E",42,"alpha","h2o",1.27,"h2o",0.635
"large sample","E",171,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",9,"alpha","h2o",10.795,"h2o",1.27
"large sample","A",13,"alpha","h2o",1.27,"h2o",1.905
"large sample","A",12,"alpha","h2o",5.715,"h2o",1.905
"large sample","A",22,"alpha","h2o",9.525,"h2o",0.635
"large sample","A",60,"alpha","h2o",6.35,"h2o",3.175
"metallurgy","A",47,"alpha","h2o",5.08,"h2o",1.905
"machining","M",12,"alpha","h2o",8.89,"h2o",0.635
"metallurgy","A",54,"alpha","h2o",12.7,"h2o",1.27
"large sample","D",30,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",65,"alpha","h2o",2.54,"h2o",1.27
"small sample","A",20,"alpha","h2o",5.715,"h2o",1.27
"large sample","A",19,"alpha","h2o",9.525,"h2o",1.27
"large sample","A",9,"alpha","h2o",7.62,"h2o",3.175
"waste","P",62,"alpha","h2o",1.27,"h2o",1.27
"metallurgy","A",29,"alpha","h2o",8.89,"h2o",1.27
"large sample","B",21,"alpha","h2o",0.635,"h2o",1.27
"machining","M",25,"alpha","h2o",23.495,"h2o",0.635
"large sample","D",19,"alpha","h2o",5.08,"h2o",0.635
"metallurgy","E",30,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",34,"alpha","h2o",15.24,"h2o",1.905
"machining","M",12,"alpha","h2o",2.54,"h2o",0.635
"machining","M",72,"alpha","h2o",26.67,"h2o",0.635
"large sample","A",14,"alpha","h2o",4.445,"h2o",2.54
"metallurgy","A",45,"alpha","h2o",12.065,"h2o",0.635
"small sample","A",28,"alpha","h2o",3.81,"h2o",1.27
"metallurgy","B",6,"alpha","h2o",3.175,"h2o",1.27
"large sample","M",53,"alpha","h2o",14.605,"h2o",0.635
"metallurgy","A",25,"alpha","h2o",7.62,"h2o",1.905
"waste","A",40,"alpha","h2o",11.43,"h2o",0.635
"metallurgy","E",178,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",9,"alpha","h2o",3.81,"h2o",0.635
"waste","A",14,"alpha","h2o",3.175,"h2o",1.905
"small sample","A",10,"alpha","h2o",13.335,"h2o",0.635
"large sample","A",59,"alpha","h2o",18.415,"h2o",6.985
"large sample","A",8,"alpha","h2o",5.715,"h2o",0.635
"machining","M",49,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",51,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",22,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",9,"alpha","h2o",12.065,"h2o",1.27
"metallurgy","A",33,"alpha","h2o",8.89,"h2o",3.175
"large sample","E",103,"alpha","h2o",1.27,"h2o",0.635
