"op","ctrl","mass","form","mod","rad","ref","thk"
"large sample","A",19,"alpha","none",8.89,"al",1.27
"waste","P",11,"alpha","ch2",6.985,"be",0.635
"small sample","A",63,"alpha","ch2",5.715,"ch2",1.905
"large sample","A",65,"alpha","ch2",3.175,"ss304",3.81
"small sample","A",14,"alpha","none",8.89,"ch2",3.175
"large sample","D",29,"alpha","none",1.27,"mgo",0.635
"small sample","A",3,"alpha","none",5.08,"ch2",2.54
"large sample","E",115,"alpha","none",0.635,"ch2",0.635
"waste","P",70,"alpha","none",20.955,"be",1.27
"small sample","A",18,"alpha","none",6.35,"ss304",1.905
"metallurgy","A",65,"alpha","mgo",19.05,"ss304",1.905
"large sample","A",11,"alpha","none",35.56,"ss304",1.27
"metallurgy","A",18,"alpha","none",6.985,"mgo",0.635
"machining","M",45,"alpha","ch2",11.43,"ss304",0.635
"small sample","A",65,"alpha","none",3.81,"ch2",0.635
"large sample","D",26,"alpha","none",3.175,"mgo",0.635
"solution","A",5,"alpha","ch2",24.765,"ch2",0.635
"large sample","B",148,"alpha","mgo",1.27,"al",1.27
"large sample","A",8,"alpha","none",7.62,"be",1.27
"small sample","A",27,"alpha","none",13.97,"ch2",0.635
"large sample","A",17,"alpha","none",8.255,"ch2",1.27
"large sample","E",162,"alpha","none",0.635,"ch2",0.635
"waste","A",43,"alpha","ch2",7.62,"ch2",0.635
"small sample","B",70,"alpha","ch2",8.89,"ch2",1.27
"metallurgy","E",47,"alpha","none",2.54,"ss304",0.635
"small sample","A",14,"alpha","none",5.08,"ss304",3.175
"large sample","M",107,"alpha","none",8.89,"ch2",0.635
"machining","A",32,"alpha","none",17.78,"ss304",4.445
"small sample","A",10,"alpha","none",7.62,"ch2",0.635
"large sample","A",65,"alpha","none",10.16,"du",0.635
"large sample","B",199,"alpha","none",3.81,"mgo",0.635
"small sample","A",65,"alpha","none",17.78,"ch2",1.905
"large sample","D",154,"alpha","ch2",2.54,"ch2",0.635
"small sample","A",19,"alpha","ch2",3.81,"ch2",3.175
"large sample","E",133,"alpha","none",0.635,"mgo",0.635
"small sample","A",64,"alpha","none",12.7,"ch2",0.635
"small sample","B",178,"alpha","none",3.175,"ch2",1.905
"small sample","A",34,"alpha","none",12.7,"ch2",1.27
"large sample","A",39,"alpha","none",10.795,"ch2",1.905
"large sample","A",30,"alpha","mgo",14.605,"ss304",0.635
"large sample","E",261,"alpha","none",2.54,"ch2",0.635
"waste","P",77,"alpha","none",20.955,"mgo",3.81
"small sample","A",65,"alpha","none",2.54,"ch2",1.27
"metallurgy","A",4,"alpha","none",5.715,"ch2",3.175
"large sample","M",93,"alpha","ch2",16.51,"mgo",0.635
"solution","A",33,"alpha","none",5.715,"ch2",1.27
"large sample","E",72,"alpha","none",1.27,"ss304",0.635
"small sample","A",18,"alpha","none",14.605,"ch2",0.635
"large sample","A",44,"alpha","ch2",12.065,"mgo",1.905
"small sample","A",4,"alpha","ch2",3.81,"ch2",0.635
"waste","A",47,"alpha","none",2.54,"mgo",0.635
"large sample","A",55,"alpha","none",12.7,"mgo",2.54
"waste","P",112,"alpha","none",16.51,"ss304",1.905
"solution","A",3,"alpha","none",6.985,"ch2",1.905
"small sample","A",40,"alpha","none",12.065,"ch2",1.27
"waste","A",57,"alpha","none",5.08,"ch2",0.635
"small sample","B",89,"alpha","none",4.445,"ch2",5.08
"metallurgy","A",45,"alpha","mgo",5.08,"ss304",1.27
"large sample","E",39,"alpha","none",2.54,"ss304",0.635
"waste","A",10,"alpha","mgo",8.255,"mgo",3.175
"large sample","A",49,"alpha","none",14.605,"ch2",0.635
"metallurgy","A",47,"alpha","none",9.525,"ch2",1.27
"small sample","A",20,"alpha","ch2",18.415,"mgo",1.905
"solution","A",38,"alpha","none",6.985,"ch2",0.635
"large sample","D",133,"alpha","ch2",7.62,"ss304",0.635
"machining","M",59,"alpha","none",8.89,"ch2",0.635
"large sample","C",45,"alpha","none",9.525,"none",0.635
"solution","A",7,"alpha","ch2",9.525,"ch2",1.905
"small sample","A",51,"alpha","ch2",17.145,"ch2",3.175
"large sample","A",58,"alpha","none",13.335,"be",1.905
"large sample","A",24,"alpha","none",19.05,"ch2",1.905
"metallurgy","A",6,"alpha","none",7.62,"mgo",3.81
"large sample","A",12,"alpha","none",3.81,"ch2",1.905
"solution","A",28,"alpha","ch2",9.525,"ch2",1.27
"small sample","A",9,"alpha","none",17.145,"ch2",2.54
"small sample","A",60,"alpha","none",6.35,"ch2",1.905
"large sample","D",159,"alpha","ch2",1.905,"ss304",0.635
"large sample","D",2,"alpha","ch2",5.715,"ss304",0.635
"machining","M",38,"alpha","ch2",7.62,"ch2",0.635
"solution","A",23,"alpha","none",16.51,"mgo",1.27
"small sample","A",11,"alpha","none",12.065,"al",1.27
"small sample","A",9,"alpha","none",12.065,"mgo",0.635
"metallurgy","A",28,"alpha","none",5.08,"ch2",1.905
"small sample","A",65,"alpha","none",10.795,"ch2",1.27
"large sample","A",20,"alpha","none",5.08,"ss304",3.81
"large sample","A",32,"alpha","none",19.685,"ch2",0.635
"large sample","E",131,"alpha","none",2.54,"ss304",0.635
"small sample","A",65,"alpha","ch2",3.175,"ch2",1.27
"large sample","B",140,"alpha","mgo",5.08,"mgo",0.635
"large sample","A",43,"alpha","none",3.175,"ch2",3.175
"small sample","A",21,"alpha","none",7.62,"ch2",0.635
"large sample","A",2,"alpha","ch2",9.525,"ch2",1.27
"metallurgy","A",32,"alpha","none",13.97,"ss304",2.54
"machining","M",35,"alpha","none",5.715,"ch2",1.27
"large sample","D",47,"alpha","none",3.175,"ss304",0.635
"small sample","A",8,"alpha","none",5.08,"ch2",3.81
"solution","A",7,"alpha","ch2",13.97,"ss304",0.635
"solution","A",35,"alpha","ch2",1.905,"al",3.175
"large sample","M",31,"alpha","none",10.16,"ss304",0.635
"metallurgy","A",24,"alpha","none",5.715,"ss304",0.635
"solution","A",36,"alpha","none",22.225,"pb",0.635
"large sample","A",22,"alpha","none",9.525,"pb",1.27
"solution","A",12,"alpha","none",3.175,"ch2",0.635
"large sample","D",31,"alpha","none",8.255,"ss304",0.635
"metallurgy","A",65,"alpha","mgo",15.875,"ch2",1.27
"large sample","D",31,"alpha","ch2",0.635,"ch2",0.635
"small sample","A",65,"alpha","none",17.145,"ss304",0.635
"small sample","A",10,"alpha","none",17.78,"ch2",5.715
"metallurgy","A",38,"alpha","ch2",11.43,"mgo",1.905
"machining","M",68,"alpha","none",6.985,"du",0.635
"waste","P",165,"alpha","none",8.255,"ch2",1.905
"large sample","A",43,"alpha","none",3.175,"mgo",1.27
"small sample","A",16,"alpha","none",5.08,"ch2",3.175
"small sample","A",51,"alpha","ch2",5.08,"ch2",1.27
"small sample","A",15,"alpha","none",10.16,"al",1.905
"small sample","A",53,"alpha","none",5.715,"ch2",0.635
"metallurgy","E",127,"alpha","none",1.905,"ch2",0.635
"metallurgy","E",34,"alpha","none",4.445,"ch2",0.635
"waste","A",20,"alpha","none",15.875,"ch2",2.54
"small sample","A",48,"alpha","ch2",12.7,"ch2",1.905
"metallurgy","A",59,"alpha","none",12.7,"ch2",0.635
"metallurgy","A",58,"alpha","none",6.35,"ch2",1.27
"small sample","A",24,"alpha","none",7.62,"ch2",1.27
"small sample","A",10,"alpha","none",3.175,"mgo",1.905
"metallurgy","A",39,"alpha","none",2.54,"ch2",1.905
"machining","M",18,"alpha","none",13.97,"ch2",0.635
"large sample","B",94,"alpha","none",1.905,"ss304",1.27
"solution","A",2,"alpha","none",12.065,"ch2",0.635
"metallurgy","A",38,"alpha","mgo",7.62,"ch2",2.54
"large sample","M",26,"alpha","mgo",9.525,"mgo",0.635
"large sample","A",35,"alpha","none",4.445,"al",1.27
"large sample","A",47,"alpha","none",5.08,"ch2",1.905
"large sample","A",65,"alpha","none",1.27,"ch2",0.635
"large sample","M",163,"alpha","ch2",16.51,"mgo",0.635
"small sample","A",20,"alpha","ch2",24.13,"ch2",2.54
"small sample","A",65,"alpha","ch2",5.715,"ch2",0.635
"large sample","A",26,"alpha","none",6.985,"ch2",0.635
"solution","A",21,"alpha","none",10.795,"al",1.905
"large sample","A",15,"alpha","mgo",6.985,"ch2",0.635
"metallurgy","A",31,"alpha","none",15.24,"al",0.635
"metallurgy","A",34,"alpha","none",7.62,"ch2",1.27
"large sample","A",36,"alpha","none",15.24,"ss304",3.175
"large sample","E",317,"alpha","none",2.54,"mgo",0.635
"metallurgy","E",8,"alpha","none",1.27,"ss304",0.635
"small sample","A",16,"alpha","none",13.335,"ss304",0.635
"machining","A",5,"alpha","ch2",8.255,"ss304",0.635
"small sample","A",15,"alpha","none",1.27,"ch2",1.905
"metallurgy","E",35,"alpha","none",1.905,"al",0.635
"machining","M",60,"alpha","none",1.905,"ch2",0.635
"small sample","A",21,"alpha","none",1.905,"ch2",0.635
"solution","A",18,"alpha","ch2",23.495,"ch2",1.905
"small sample","A",4,"alpha","none",6.985,"ch2",0.635
"large sample","A",40,"alpha","ch2",3.81,"ss304",0.635
"large sample","A",36,"alpha","none",5.08,"ss304",1.27
"large sample","M",51,"alpha","mgo",6.35,"ch2",1.27
"large sample","A",31,"alpha","none",15.875,"ch2",0.635
"large sample","D",61,"alpha","ch2",3.175,"ch2",0.635
"small sample","A",65,"alpha","ch2",9.525,"ch2",0.635
"small sample","A",65,"alpha","none",5.715,"ch2",0.635
"large sample","M",129,"alpha","ch2",5.08,"mgo",0.635
"large sample","D",97,"alpha","mgo",4.445,"ss304",0.635
"solution","A",6,"alpha","ch2",9.525,"ss304",0.635
"large sample","D",374,"alpha","mgo",2.54,"mgo",0.635
"large sample","A",35,"alpha","none",7.62,"ch2",0.635
"large sample","A",37,"alpha","mgo",13.97,"ch2",1.27
"large sample","A",8,"alpha","mgo",1.27,"ss304",1.905
"waste","P",109,"alpha","none",15.875,"ch2",0.635
"metallurgy","E",92,"alpha","none",0.635,"ch2",0.635
"small sample","A",30,"alpha","none",6.35,"ch2",2.54
"metallurgy","A",65,"alpha","none",11.43,"ss304",1.27
"small sample","A",12,"alpha","none",17.145,"ss304",3.175
"metallurgy","A",37,"alpha","none",15.24,"ss304",0.635
"metallurgy","A",27,"alpha","none",4.445,"ch2",0.635
"small sample","A",1,"alpha","none",7.62,"ch2",1.905
"solution","A",6,"alpha","none",3.175,"ch2",0.635
"machining","M",25,"alpha","none",15.875,"ss304",0.635
"small sample","B",78,"alpha","none",6.985,"ss304",2.54
"waste","A",53,"alpha","none",8.255,"mgo",0.635
"small sample","A",7,"alpha","ch2",24.13,"ch2",1.27
"machining","M",86,"alpha","none",5.715,"ss304",0.635
"metallurgy","A",35,"alpha","mgo",6.35,"mgo",1.27
"large sample","A",21,"alpha","mgo",10.16,"al",1.27
"waste","P",23,"alpha","none",1.905,"ch2",1.27
"small sample","A",12,"alpha","none",6.35,"ch2",1.905
"small sample","A",7,"alpha","none",10.16,"ch2",1.27
"solution","A",2,"alpha","none",30.48,"ch2",2.54
"large sample","D",76,"alpha","ch2",1.905,"ss304",0.635
"small sample","A",34,"alpha","none",6.35,"ch2",2.54
"small sample","A",19,"alpha","none",7.62,"ss304",1.27
"large sample","D",111,"alpha","mgo",6.35,"mgo",0.635
"large sample","D",34,"alpha","ch2",2.54,"ss304",0.635
"large sample","D",102,"alpha","none",6.985,"ch2",0.635
"small sample","A",16,"alpha","ch2",9.525,"ch2",0.635
"waste","A",41,"alpha","none",11.43,"mgo",0.635
"small sample","A",65,"alpha","none",16.51,"ss304",0.635
"small sample","A",65,"alpha","none",6.985,"ch2",0.635
"large sample","A",65,"alpha","ch2",16.51,"mgo",3.175
"small sample","A",37,"alpha","ch2",3.175,"ch2",1.27
"metallurgy","A",42,"alpha","none",5.08,"ss304",3.175
"waste","P",86,"alpha","none",7.62,"ch2",0.635
"small sample","A",13,"alpha","none",15.875,"be",0.635
"small sample","A",65,"alpha","none",1.905,"ch2",1.905
"large sample","A",7,"alpha","ch2",26.67,"ch2",0.635
"small sample","A",16,"alpha","none",8.255,"al",0.635
"metallurgy","E",97,"alpha","none",1.905,"ch2",0.635
"large sample","A",52,"alpha","none",5.08,"ss304",1.905
"solution","A",6,"alpha","none",15.875,"ch2",1.905
"small sample","A",7,"alpha","ch2",13.335,"mgo",1.27
"large sample","A",9,"alpha","mgo",7.62,"ch2",1.905
"small sample","A",45,"alpha","none",9.525,"mgo",1.27
"metallurgy","A",65,"alpha","none",14.605,"ch2",3.175
"large sample","A",15,"alpha","ch2",4.445,"ch2",1.905
"large sample","A",65,"alpha","none",8.89,"mgo",0.635
"small sample","A",65,"alpha","none",13.335,"ch2",0.635
"large sample","D",80,"alpha","ch2",4.445,"ch2",0.635
"large sample","A",45,"alpha","none",10.795,"ss304",0.635
"large sample","A",17,"alpha","none",14.605,"ch2",0.635
"metallurgy","A",20,"alpha","none",6.985,"mgo",0.635
"large sample","D",72,"alpha","ch2",2.54,"ss304",0.635
"small sample","A",44,"alpha","none",3.81,"ch2",2.54
"large sample","B",170,"alpha","none",4.445,"ch2",0.635
"large sample","A",65,"alpha","none",3.81,"ch2",1.27
"small sample","A",19,"alpha","none",17.78,"ch2",1.27
"small sample","A",16,"alpha","ch2",15.875,"ch2",1.905
"large sample","D",58,"alpha","none",1.27,"mgo",0.635
"large sample","E",23,"alpha","none",2.54,"mgo",0.635
"solution","A",25,"alpha","none",17.78,"al",2.54
"large sample","D",109,"alpha","none",10.795,"mgo",0.635
"waste","P",167,"alpha","none",8.89,"ss304",2.54
"waste","A",34,"alpha","ch2",8.255,"ch2",3.175
"machining","A",65,"alpha","none",5.715,"ch2",6.985
"large sample","M",19,"alpha","none",11.43,"ss304",0.635
"large sample","M",60,"alpha","none",3.175,"mgo",0.635
"metallurgy","B",47,"alpha","none",3.175,"ss304",1.27
"small sample","A",58,"alpha","none",9.525,"ss304",0.635
"small sample","A",39,"alpha","none",6.985,"ch2",0.635
"small sample","A",65,"alpha","ch2",24.765,"ch2",1.905
"solution","A",18,"alpha","none",2.54,"ch2",1.27
"small sample","A",1,"alpha","ch2",3.81,"ch2",1.27
"large sample","A",35,"alpha","ch2",7.62,"ch2",7.62
"small sample","A",22,"alpha","none",8.255,"ss304",1.905
"large sample","M",28,"alpha","none",12.7,"mgo",0.635
"waste","P",153,"alpha","none",9.525,"ch2",4.445
"large sample","B",19,"alpha","none",3.81,"mgo",3.175
"large sample","A",24,"alpha","none",2.54,"ch2",1.905
"solution","A",2,"alpha","none",7.62,"ch2",1.27
"small sample","A",65,"alpha","none",13.97,"ch2",2.54
"large sample","M",55,"alpha","mgo",1.905,"ch2",0.635
"large sample","A",38,"alpha","ch2",6.35,"mgo",1.27
"large sample","A",18,"alpha","none",15.875,"ch2",3.175
"metallurgy","A",64,"alpha","none",12.065,"ss304",2.54
"large sample","D",31,"alpha","none",0.635,"pb",0.635
"machining","A",28,"alpha","none",3.81,"al",2.54
"small sample","A",43,"alpha","none",8.255,"ch2",0.635
"large sample","D",25,"alpha","none",4.445,"ch2",0.635
"small sample","A",31,"alpha","ch2",7.62,"ch2",1.905
"large sample","C",23,"alpha","none",3.175,"none",0.635
"large sample","E",107,"alpha","none",1.27,"ch2",0.635
"large sample","M",18,"alpha","mgo",5.08,"ss304",0.635
"machining","M",12,"alpha","none",12.065,"ss304",0.635
"large sample","A",52,"alpha","none",10.16,"ch2",2.54
"small sample","A",8,"alpha","none",15.24,"ch2",1.27
"large sample","A",53,"alpha","none",6.985,"ch2",0.635
"solution","A",8,"alpha","none",16.51,"ch2",1.27
"metallurgy","A",31,"alpha","none",6.985,"ss304",2.54
"metallurgy","E",12,"alpha","none",1.905,"ss304",0.635
"machining","M",100,"alpha","none",4.445,"ch2",0.635
"large sample","A",13,"alpha","none",20.955,"ss304",0.635
"solution","A",14,"alpha","none",29.845,"ch2",0.635
"large sample","D",113,"alpha","none",2.54,"ch2",0.635
"large sample","A",43,"alpha","ch2",5.715,"du",2.54
"large sample","M",42,"alpha","none",7.62,"ch2",0.635
"large sample","B",101,"alpha","none",1.905,"ch2",1.905
"solution","A",14,"alpha","none",7.62,"ch2",0.635
"solution","A",4,"alpha","none",3.175,"ch2",0.635
"metallurgy","A",31,"alpha","none",27.305,"ss304",1.27
"metallurgy","A",65,"alpha","none",4.445,"ss304",0.635
"metallurgy","B",45,"alpha","none",5.715,"ch2",0.635
"solution","A",8,"alpha","none",8.255,"al",5.08
"large sample","A",8,"alpha","none",4.445,"ss304",0.635
"large sample","E",70,"alpha","none",0.635,"mgo",0.635
"metallurgy","A",5,"alpha","none",5.715,"mgo",0.635
"large sample","M",16,"alpha","none",7.62,"ch2",0.635
"large sample","A",27,"alpha","none",9.525,"ss304",1.905
"solution","A",6,"alpha","ch2",6.985,"ch2",1.905
"large sample","D",27,"alpha","none",1.905,"ch2",0.635
"large sample","A",41,"alpha","none",7.62,"mgo",4.445
"metallurgy","E",75,"alpha","none",0.635,"ch2",0.635
"large sample","E",39,"alpha","none",1.27,"ss304",0.635
"metallurgy","B",89,"alpha","none",8.255,"ss304",1.27
"large sample","B",70,"alpha","none",2.54,"ch2",3.175
"solution","A",14,"alpha","none",21.59,"ch2",0.635
"machining","M",26,"alpha","none",0.635,"al",0.635
"large sample","A",22,"alpha","mgo",25.4,"ss304",2.54
"large sample","D",93,"alpha","none",4.445,"mgo",0.635
"metallurgy","A",21,"alpha","none",9.525,"ss304",1.27
"metallurgy","E",149,"alpha","none",2.54,"ch2",0.635
"small sample","A",12,"alpha","none",17.145,"ss304",2.54
"metallurgy","E",20,"alpha","none",1.27,"ss304",0.635
"large sample","A",16,"alpha","none",12.065,"ch2",1.27
"machining","M",37,"alpha","none",1.905,"ch2",1.27
"large sample","A",17,"alpha","none",14.605,"mgo",2.54
"waste","P",43,"alpha","ch2",8.89,"ch2",1.905
"large sample","A",26,"alpha","none",21.59,"ss304",3.175
"large sample","A",43,"alpha","ch2",6.985,"mgo",0.635
"small sample","A",59,"alpha","none",11.43,"ch2",0.635
"small sample","A",24,"alpha","none",3.81,"ch2",1.27
"solution","A",11,"alpha","none",5.08,"ch2",1.905
"small sample","A",23,"alpha","none",5.08,"al",1.905
"solution","A",13,"alpha","none",8.89,"ch2",0.635
"small sample","A",2,"alpha","none",5.715,"ss304",0.635
"small sample","A",19,"alpha","none",12.7,"ch2",1.905
"small sample","A",38,"alpha","none",5.08,"ch2",0.635
"small sample","A",48,"alpha","ch2",5.08,"ch2",3.175
"small sample","A",20,"alpha","none",3.81,"ch2",1.27
"large sample","D",23,"alpha","none",1.905,"ss304",0.635
"metallurgy","A",9,"alpha","none",26.035,"ss304",0.635
"metallurgy","A",35,"alpha","none",1.905,"ch2",2.54
"large sample","A",19,"alpha","none",20.32,"mgo",3.175
"large sample","M",153,"alpha","none",3.175,"mgo",0.635
"metallurgy","E",260,"alpha","none",1.27,"mgo",0.635
"machining","M",45,"alpha","none",7.62,"ss304",0.635
"solution","A",21,"alpha","none",6.35,"ch2",0.635
"large sample","A",36,"alpha","none",3.175,"ch2",1.27
"small sample","A",33,"alpha","none",2.54,"be",2.54
"machining","M",27,"alpha","none",7.62,"al",0.635
"small sample","A",65,"alpha","none",4.445,"ch2",0.635
"large sample","C",129,"alpha","none",5.08,"none",0.635
"large sample","A",21,"alpha","none",13.335,"ch2",1.27
"solution","A",11,"alpha","none",10.795,"ch2",1.905
"metallurgy","E",18,"alpha","none",1.27,"mgo",0.635
"metallurgy","A",48,"alpha","none",8.89,"ss304",3.175
"solution","A",13,"alpha","none",4.445,"ch2",1.905
"small sample","A",16,"alpha","none",1.905,"du",1.27
"large sample","M",96,"alpha","none",6.985,"ch2",0.635
"small sample","A",3,"alpha","none",8.89,"mgo",3.175
"metallurgy","A",58,"alpha","none",6.985,"ss304",1.27
"metallurgy","A",48,"alpha","none",7.62,"ch2",0.635
"small sample","A",16,"alpha","ch2",4.445,"ch2",0.635
"small sample","A",14,"alpha","none",3.81,"ch2",0.635
"small sample","A",56,"alpha","ch2",15.24,"ch2",1.27
"waste","A",25,"alpha","none",9.525,"ch2",0.635
"large sample","A",65,"alpha","none",7.62,"mgo",0.635
"large sample","A",20,"alpha","none",4.445,"ch2",3.175
"large sample","D",15,"alpha","none",6.35,"be",0.635
"solution","A",12,"alpha","ch2",9.525,"ss304",0.635
"small sample","A",42,"alpha","none",29.845,"ch2",1.27
"large sample","A",64,"alpha","none",8.255,"ss304",1.27
"small sample","A",30,"alpha","ch2",5.08,"ss304",1.27
"metallurgy","A",33,"alpha","none",9.525,"ch2",0.635
"solution","A",16,"alpha","ch2",6.35,"ch2",1.27
"machining","M",19,"alpha","ch2",12.065,"ch2",0.635
"small sample","A",23,"alpha","none",12.7,"ch2",0.635
"small sample","A",14,"alpha","none",22.225,"mgo",1.27
"large sample","A",7,"alpha","none",13.335,"mgo",1.27
"large sample","D",54,"alpha","none",6.985,"ss304",0.635
"large sample","A",35,"alpha","none",13.97,"ch2",1.27
"small sample","A",55,"alpha","none",5.715,"ch2",1.905
"solution","A",3,"alpha","none",18.415,"ch2",2.54
"small sample","A",16,"alpha","none",3.81,"ch2",3.175
"small sample","A",65,"alpha","none",31.115,"ch2",0.635
"large sample","M",87,"alpha","none",39.37,"du",0.635
"solution","A",18,"alpha","none",6.35,"ch2",1.27
"machining","M",22,"alpha","none",10.16,"al",0.635
"small sample","A",36,"alpha","ch2",10.16,"du",3.175
"small sample","A",29,"alpha","none",7.62,"al",1.27
"small sample","A",35,"alpha","ch2",9.525,"mgo",1.905
"machining","M",18,"alpha","none",9.525,"ch2",0.635
